1	124.0	248.0	
2	0.0	0.0	2
2	64.0	0.0	2
2	128.0	0.0	2
2	192.0	0.0	2
2	256.0	0.0	2
2	320.0	0.0	2
2	384.0	0.0	2
2	448.0	0.0	2
2	512.0	0.0	2
2	576.0	0.0	2
2	640.0	0.0	2
2	704.0	0.0	2
2	768.0	0.0	2
2	832.0	0.0	2
2	896.0	0.0	2
2	960.0	0.0	2
2	1024.0	0.0	2
2	1088.0	0.0	2
2	1152.0	0.0	2
2	1216.0	0.0	2
2	1280.0	0.0	2
2	1344.0	0.0	2
2	0.0	64.0	2
2	0.0	128.0	2
2	0.0	192.0	2
2	0.0	256.0	2
2	0.0	320.0	2
2	0.0	384.0	2
2	0.0	448.0	2
2	0.0	512.0	2
2	0.0	576.0	2
2	0.0	640.0	2
2	0.0	704.0	2
2	0.0	768.0	2
2	0.0	832.0	2
2	0.0	896.0	2
2	0.0	960.0	2
2	0.0	1024.0	2
2	64.0	1024.0	2
2	128.0	1024.0	2
2	192.0	1024.0	2
2	256.0	1024.0	2
2	320.0	1024.0	2
2	384.0	1024.0	2
2	448.0	1024.0	2
2	512.0	1024.0	2
2	576.0	1024.0	2
2	640.0	1024.0	2
2	704.0	1024.0	2
2	768.0	1024.0	2
2	832.0	1024.0	2
2	896.0	1024.0	2
2	960.0	1024.0	2
2	1024.0	1024.0	2
2	1088.0	1024.0	2
2	1152.0	1024.0	2
2	1216.0	1024.0	2
2	1280.0	1024.0	2
2	1344.0	1024.0	2
2	1408.0	1024.0	2
2	1472.0	1024.0	2
2	1536.0	1024.0	2
2	1600.0	0.0	2
2	1600.0	64.0	2
2	1600.0	128.0	2
2	1600.0	192.0	2
2	1600.0	256.0	2
2	1600.0	320.0	2
2	1600.0	384.0	2
2	1600.0	448.0	2
2	1600.0	512.0	2
2	1600.0	576.0	2
2	1600.0	640.0	2
2	1600.0	704.0	2
2	1600.0	768.0	2
2	1600.0	832.0	2
2	1600.0	896.0	2
2	1600.0	960.0	2
2	1600.0	1024.0	2
2	1408.0	0.0	2
2	1472.0	0.0	2
2	1536.0	0.0	2
2	64.0	384.0	2
2	128.0	384.0	2
2	192.0	384.0	2
2	256.0	384.0	2
2	320.0	384.0	2
2	384.0	384.0	2
2	448.0	384.0	2
2	512.0	384.0	2
2	576.0	384.0	2
2	640.0	384.0	2
2	704.0	384.0	2
2	768.0	384.0	2
2	832.0	384.0	2
2	1216.0	384.0	2
2	1280.0	384.0	2
2	1344.0	384.0	2
2	1408.0	384.0	2
2	1472.0	384.0	2
2	1536.0	384.0	2
7	1472.0	320.0	
2	896.0	704.0	0
2	960.0	704.0	0
2	1024.0	704.0	0
2	1088.0	704.0	0
2	1152.0	704.0	0
2	1216.0	704.0	0
2	1280.0	704.0	0
2	1344.0	704.0	0
2	1408.0	704.0	0
2	1472.0	704.0	0
2	1536.0	704.0	0
2	832.0	704.0	0
2	768.0	704.0	0
2	704.0	704.0	0
2	640.0	704.0	0
2	576.0	704.0	0
2	512.0	704.0	0
2	832.0	640.0	4
2	1088.0	640.0	4
2	448.0	704.0	0
2	448.0	640.0	2
2	448.0	576.0	2
2	448.0	512.0	2
2	448.0	448.0	2
8	448.0	320.0	
8	576.0	320.0	
8	704.0	320.0	
8	832.0	320.0	
4	1440.0	896.0	
8	576.0	960.0	
8	736.0	960.0	
8	896.0	960.0	
8	1056.0	960.0	
8	1216.0	960.0	
2	832.0	640.0	4
2	1088.0	640.0	4
99	894.0	694.0	2	123	124	125	126
99	926.0	694.0	2	123	124	125	126
------Decorations------
------Items------
3	-9999	-9999
2	-9999	-9999
5	-9999	-9999
