1	281.5	256.0	
2	0.0	-64.0	
2	128.0	-64.0	
2	256.0	-64.0	
2	416.0	-64.0	
2	384.0	-64.0	
2	576.0	-64.0	
2	544.0	-64.0	
2	704.0	-64.0	
2	832.0	-64.0	
2	960.0	-64.0	
2	1056.0	-64.0	
2	1152.0	-64.0	
2	1216.0	-64.0	
2	1280.0	-64.0	
2	1376.0	-64.0	
2	1472.0	-64.0	
2	1536.0	-64.0	
2	1632.0	-64.0	
2	1632.0	-64.0	
2	1632.0	-64.0	
2	1632.0	-64.0	
2	1760.0	-64.0	
2	1824.0	-64.0	
2	1824.0	-64.0	
2	1824.0	-64.0	
2	1952.0	-64.0	
2	2080.0	-64.0	
2	2208.0	-64.0	
2	2336.0	-64.0	
2	2400.0	-64.0	
2	2400.0	-64.0	
2	2528.0	-64.0	
2	2688.0	-64.0	
2	2656.0	-64.0	
2	2816.0	-64.0	
2	2816.0	0.0	
2	2816.0	64.0	
2	2816.0	128.0	
2	2816.0	192.0	
2	2816.0	256.0	
2	2816.0	320.0	
2	2816.0	384.0	
2	2816.0	448.0	
2	2816.0	544.0	
2	2816.0	512.0	
2	2816.0	576.0	
2	2816.0	640.0	
2	2816.0	704.0	
2	2816.0	768.0	
2	2816.0	864.0	
2	2816.0	832.0	
2	2816.0	896.0	
2	2816.0	960.0	
2	2816.0	1024.0	
2	2816.0	1088.0	
2	2816.0	1152.0	
2	0.0	1152.0	
2	0.0	1088.0	
2	0.0	1024.0	
2	0.0	960.0	
2	0.0	896.0	
2	0.0	832.0	
2	0.0	768.0	
2	0.0	704.0	
2	0.0	640.0	
2	0.0	576.0	
2	0.0	512.0	
2	0.0	448.0	
2	0.0	384.0	
2	0.0	320.0	
2	0.0	256.0	
2	0.0	192.0	
2	0.0	96.0	
2	0.0	128.0	
2	0.0	32.0	
2	0.0	64.0	
2	0.0	0.0	
2	128.0	384.0	
2	288.0	384.0	
2	256.0	384.0	
2	384.0	384.0	
2	480.0	384.0	
2	544.0	384.0	
2	544.0	384.0	
2	544.0	384.0	
2	640.0	384.0	
2	640.0	384.0	
2	640.0	384.0	
2	640.0	384.0	
2	640.0	384.0	
2	800.0	384.0	
2	768.0	384.0	
2	928.0	384.0	
2	960.0	384.0	
2	1056.0	384.0	
2	1152.0	384.0	
2	1216.0	384.0	
2	1312.0	384.0	
2	1408.0	384.0	
2	1472.0	384.0	
2	1600.0	384.0	
2	1728.0	384.0	
2	1856.0	384.0	
2	2016.0	384.0	
2	1984.0	384.0	
2	2112.0	384.0	
2	2112.0	384.0	
2	2112.0	384.0	
2	2112.0	384.0	
2	2112.0	384.0	
2	2240.0	384.0	
2	2368.0	384.0	
2	2432.0	384.0	
2	2464.0	384.0	
2	2464.0	512.0	
2	2464.0	576.0	
2	2464.0	672.0	
2	2464.0	640.0	
2	2464.0	704.0	
2	2464.0	768.0	
2	2464.0	832.0	
2	2336.0	832.0	
2	2208.0	832.0	
2	2080.0	832.0	
2	1952.0	832.0	
2	2464.0	896.0	
2	2464.0	960.0	
2	2464.0	1216.0	
2	2624.0	1216.0	
2	2592.0	1216.0	
2	2752.0	1216.0	
2	2816.0	1216.0	
2	2336.0	1216.0	
2	2208.0	1216.0	
2	2080.0	1216.0	
2	1952.0	1216.0	
2	1824.0	1216.0	
2	1664.0	1216.0	
2	1696.0	1216.0	
2	1536.0	1216.0	
2	1408.0	1216.0	
2	1280.0	1216.0	
2	1152.0	1216.0	
2	960.0	1216.0	
2	1024.0	1216.0	
2	864.0	1216.0	
2	864.0	1216.0	
2	864.0	1216.0	
2	864.0	1216.0	
2	736.0	1216.0	
2	608.0	1216.0	
2	480.0	1216.0	
2	352.0	1216.0	
2	224.0	1216.0	
2	96.0	1216.0	
2	0.0	1216.0	
6	2784.0	768.0	
2	2464.0	512.0	
2	2816.0	768.0	
2	1824.0	832.0	
2	1696.0	832.0	
6	2784.0	1024.0	
2	2816.0	1024.0	
6	864.0	320.0	
6	864.0	-32.0	
6	864.0	256.0	
2	2464.0	448.0	
2	1440.0	832.0	
2	1440.0	768.0	
2	1440.0	704.0	
2	1440.0	640.0	
2	1440.0	576.0	
2	1440.0	512.0	
2	1440.0	448.0	
2	1088.0	1152.0	
2	960.0	1088.0	
2	960.0	1152.0	
2	832.0	1088.0	
2	832.0	1152.0	
2	704.0	1088.0	
2	704.0	1152.0	
2	704.0	1024.0	
2	832.0	1024.0	
2	832.0	960.0	
2	704.0	960.0	
6	640.0	1152.0	
6	576.0	1152.0	
6	512.0	1152.0	
6	448.0	1152.0	
2	320.0	1152.0	
2	320.0	1088.0	
2	320.0	1024.0	
2	320.0	960.0	
2	192.0	1024.0	
2	64.0	1024.0	
2	192.0	1088.0	
2	64.0	1088.0	
2	192.0	1152.0	
2	96.0	1152.0	
2	192.0	960.0	
2	96.0	960.0	
4	192.0	832.0	
6	928.0	960.0	
2	832.0	960.0	
2	1280.0	832.0	
2	1312.0	832.0	
2	1152.0	832.0	
2	1152.0	768.0	
2	1152.0	704.0	
2	1312.0	768.0	
2	1248.0	768.0	
2	1312.0	640.0	
2	1344.0	704.0	
2	1248.0	704.0	
2	1152.0	640.0	
2	1216.0	640.0	
2	1152.0	576.0	
2	1152.0	512.0	
2	1152.0	448.0	
2	1280.0	448.0	
2	1312.0	448.0	
2	1248.0	512.0	
2	1312.0	544.0	
2	1344.0	512.0	
2	1280.0	576.0	
2	1344.0	576.0	
2	1312.0	512.0	
------Decorations------
------Items------
3	-9999	-9999	1
3	-9999	-9999	2
2	-9999	-9999
5	-9999	-9999
